Num,Character,CHRCount,CHR/million,logCHR,CHR-CD,CHR-CD%,logCHR-CD,Pinyin,Pinyin (no tone),tone,initial,final,IDS,lvl1_structure,components
3141,豪,2507,53.52,3.3992,1509,24.17,3.1787,háo,hao,2,h,ao,⿱⿳亠口冖豕,⿱,⿱⿳亠口冖豕
3142,膏,734,15.67,2.8657,446,7.14,2.6493,gāo,gao,1,g,ao,⿱高月,⿱,⿱高月
3143,遮,704,15.03,2.8476,527,8.44,2.7218,zhē,zhe,1,zh,e,⿺辶庶,⿺,⿺辶庶
3144,腐,1209,25.81,3.0824,756,12.11,2.8785,fǔ,fu,3,f,u,⿸府肉,⿸,⿸府肉
3145,瘩,155,3.31,2.1903,130,2.08,2.1139,dá,da,2,d,a,⿸疒荅,⿸,⿸疒荅
3146,瘟,261,5.57,2.4166,144,2.31,2.1584,wēn,wen,1,w,en,⿸疒昷,⿸,⿸疒昷
3147,瘦,902,19.26,2.9552,621,9.95,2.7931,shòu,shou,4,sh,ou,⿸疒叟,⿸,⿸疒叟
3148,辣,2300,49.1,3.3617,1143,18.31,3.058,là,la,4,l,a,⿰辛束,⿰,⿰辛束
3149,彰,107,2.28,2.0294,92,1.47,1.9638,zhāng,zhang,1,zh,ang,⿰章彡,⿰,⿰章彡
3150,竭,826,17.63,2.917,653,10.46,2.8149,jié,jie,2,j,ie,⿰立曷,⿰,⿰立曷
3151,端,2113,45.11,3.3249,1437,23.02,3.1575,duān,duan,1,d,uan,⿰立耑,⿰,⿰立耑
3152,旗,1108,23.65,3.0445,576,9.23,2.7604,qí,qi,2,q,i,⿰方⿱𠂉其,⿰,⿰方⿱𠂉其
3153,精,13848,295.64,4.1414,4516,72.34,3.6548,jīng,jing,1,j,ing,⿰米青,⿰,⿰米青
3154,粹,854,18.23,2.9315,556,8.91,2.7451,cuì,cui,4,c,ui,⿰米卒,⿰,⿰米卒
3155,歉,25447,543.26,4.4056,5359,85.84,3.7291,qiàn,qian,4,q,ian,⿰兼欠,⿰,⿰兼欠
3156,弊,542,11.57,2.734,294,4.71,2.4683,bì,bi,4,b,i,⿱敝廾,⿱,⿱敝廾
3157,熄,400,8.54,2.6021,304,4.87,2.4829,xī,xi,1,x,i,⿰火息,⿰,⿰火息
3158,熔,261,5.57,2.4166,129,2.07,2.1106,róng,rong,2,r,ong,⿰火容,⿰,⿰火容
3159,煽,190,4.06,2.2788,164,2.63,2.2148,shān,shan,1,sh,an,⿰火扇,⿰,⿰火扇
3160,潇,91,1.94,1.959,84,1.35,1.9243,xiāo,xiao,1,x,iao,⿰氵萧,⿰,⿰氵萧
3161,漆,736,15.71,2.8669,469,7.51,2.6712,qī,qi,1,q,i,⿰氵桼,⿰,⿰氵桼
3162,漱,110,2.35,2.0414,77,1.23,1.8865,shù,shu,4,sh,u,⿰氵欶,⿰,⿰氵欶
3163,漂,11710,249.99,4.0686,3995,63.99,3.6015,piāo,piao,1,p,iao,⿰氵票,⿰,⿰氵票
3164,漫,3273,69.87,3.5149,1750,28.03,3.243,màn,man,4,m,an,⿰氵曼,⿰,⿰氵曼
3165,滴,1091,23.29,3.0378,712,11.4,2.8525,dī,di,1,d,i,⿰氵啇,⿰,⿰氵啇
3166,漾,29,0.62,1.4624,17,0.27,1.2304,yàng,yang,4,y,ang,⿰氵羕,⿰,⿰氵羕
3167,演,23373,498.98,4.3687,3897,62.42,3.5907,yǎn,yan,3,y,an,⿰氵寅,⿰,⿰氵寅
3168,漏,1931,41.22,3.2858,1333,21.35,3.1248,lòu,lou,4,l,ou,⿰氵屚,⿰,⿰氵屚
3169,慢,8810,188.08,3.945,3115,49.9,3.4935,màn,man,4,m,an,⿰忄曼,⿰,⿰忄曼
3170,慷,526,11.23,2.721,430,6.89,2.6335,kāng,kang,1,k,ang,⿰忄康,⿰,⿰忄康
3171,寨,154,3.29,2.1875,75,1.2,1.8751,zhài,zhai,4,zh,ai,⿱𡨄木,⿱,⿱𡨄木
3172,赛,20455,436.69,4.3108,2704,43.31,3.432,sài,sai,4,s,ai,⿱𡨄贝,⿱,⿱𡨄贝
3173,寡,487,10.4,2.6875,352,5.64,2.5465,guǎ,gua,3,g,ua,⿳宀⿱丆且分,⿳,⿳宀⿱丆且分
3174,察,16540,353.11,4.2185,3777,60.5,3.5771,chá,cha,2,ch,a,⿱宀祭,⿱,⿱宀祭
3175,蜜,2405,51.34,3.3811,1069,17.12,3.029,mì,mi,4,m,i,⿱宓虫,⿱,⿱宓虫
3176,寥,46,0.98,1.6628,25,0.4,1.3979,liáo,liao,2,l,iao,⿱宀翏,⿱,⿱宀翏
3177,谭,232,4.95,2.3655,47,0.75,1.6721,tán,tan,2,t,an,⿰讠覃,⿰,⿰讠覃
3178,肇,143,3.05,2.1553,72,1.15,1.8573,zhào,zhao,4,zh,ao,⿱𢼄聿,⿱,⿱𢼄聿
3179,褐,253,5.4,2.4031,187,3,2.2718,hè,he,4,h,e,⿰衤曷,⿰,⿰衤曷
3180,褪,125,2.67,2.0969,101,1.62,2.0043,tuì,tui,4,t,ui,⿰衤退,⿰,⿰衤退
3181,谱,890,19,2.9494,637,10.2,2.8041,pǔ,pu,3,p,u,⿰讠普,⿰,⿰讠普
3182,隧,517,11.04,2.7135,250,4,2.3979,suì,sui,4,s,ui,⿰阝遂,⿰,⿰阝遂
3183,嫩,349,7.45,2.5428,281,4.5,2.4487,nèn,nen,4,n,en,⿰女敕,⿰,⿰女敕
3184,翠,445,9.5,2.6484,126,2.02,2.1004,cuì,cui,4,c,ui,⿱羽卒,⿱,⿱羽卒
3185,熊,2306,49.23,3.3629,748,11.98,2.8739,xióng,xiong,2,x,iong,⿱能灬,⿱,⿱能灬
3186,凳,402,8.58,2.6042,246,3.94,2.3909,dèng,deng,4,d,eng,⿱登几,⿱,⿱登几
3187,骡,97,2.07,1.9868,49,0.78,1.6902,luó,luo,2,l,uo,⿰马累,⿰,⿰马累
3188,缩,1736,37.06,3.2395,1202,19.25,3.0799,suō,suo,1,s,uo,⿰纟宿,⿰,⿰纟宿
3189,慧,858,18.32,2.9335,593,9.5,2.7731,huì,hui,4,h,ui,⿱彗心,⿱,⿱彗心
3190,撵,70,1.49,1.8451,60,0.96,1.7782,niǎn,nian,3,n,ian,⿰扌辇,⿰,⿰扌辇
3191,撕,1127,24.06,3.0519,804,12.88,2.9053,sī,si,1,s,i,⿰扌斯,⿰,⿰扌斯
3192,撒,7095,151.47,3.851,2856,45.75,3.4558,sā,sa,1,s,a,⿰扌散,⿰,⿰扌散
3193,撩,53,1.13,1.7243,49,0.78,1.6902,liáo,liao,2,l,iao,⿰扌尞,⿰,⿰扌尞
3194,趣,11378,242.91,4.0561,4309,69.02,3.6344,qù,qu,4,q,u,⿺走取,⿺,⿺走取
3195,趟,1519,32.43,3.1816,1172,18.77,3.0689,tàng,tang,4,t,ang,⿺走尚,⿺,⿺走尚
3196,撑,1475,31.49,3.1688,1013,16.23,3.0056,chēng,cheng,1,ch,eng,⿰扌掌,⿰,⿰扌掌
3197,撮,122,2.6,2.0864,106,1.7,2.0253,cuō,cuo,1,c,uo,⿰扌最,⿰,⿰扌最
3198,撬,287,6.13,2.4579,210,3.36,2.3222,qiào,qiao,4,q,iao,⿰扌毳,⿰,⿰扌毳
3199,播,4854,103.63,3.6861,1887,30.23,3.2758,bō,bo,1,b,o,⿰扌番,⿰,⿰扌番
3200,擒,152,3.25,2.1818,113,1.81,2.0531,qín,qin,2,q,in,⿰扌禽,⿰,⿰扌禽
3201,墩,112,2.39,2.0492,58,0.93,1.7634,dūn,dun,1,d,un,⿰土敦,⿰,⿰土敦
3202,撞,4230,90.31,3.6263,2035,32.6,3.3086,zhuàng,zhuang,4,zh,uang,⿰扌童,⿰,⿰扌童
3203,撤,2275,48.57,3.357,1101,17.64,3.0418,chè,che,4,ch,e,⿲扌育攵,⿲,⿲扌育攵
3204,增,2270,48.46,3.356,1494,23.93,3.1744,zēng,zeng,1,z,eng,⿰土曾,⿰,⿰土曾
3205,撰,110,2.35,2.0414,90,1.44,1.9542,zhuàn,zhuan,4,zh,uan,⿰扌巽,⿰,⿰扌巽
3206,聪,5073,108.3,3.7053,2712,43.44,3.4333,cōng,cong,1,c,ong,⿰耳总,⿰,⿰耳总
3207,鞋,4954,105.76,3.695,1958,31.36,3.2918,xié,xie,2,x,ie,⿰革圭,⿰,⿰革圭
3208,鞍,96,2.05,1.9823,61,0.98,1.7853,ān,an,1,,an,⿰革安,⿰,⿰革安
3209,蕉,405,8.65,2.6075,259,4.15,2.4133,jiāo,jiao,1,j,iao,⿱艹焦,⿱,⿱艹焦
3210,蕊,45,0.96,1.6532,22,0.35,1.3424,ruǐ,rui,3,r,ui,⿱艹惢,⿱,⿱艹惢
3211,蔬,361,7.71,2.5575,246,3.94,2.3909,shū,shu,1,sh,u,⿱艹疏,⿱,⿱艹疏
3212,蕴,66,1.41,1.8195,59,0.95,1.7709,yùn,yun,4,y,un,⿱艹缊,⿱,⿱艹缊
3213,横,1071,22.86,3.0298,783,12.54,2.8938,héng,heng,2,h,eng,⿰木黄,⿰,⿰木黄
3214,槽,329,7.02,2.5172,245,3.92,2.3892,cáo,cao,2,c,ao,⿰木曹,⿰,⿰木曹
3215,樱,336,7.17,2.5263,200,3.2,2.301,yīng,ying,1,y,ing,⿰木婴,⿰,⿰木婴
3216,橡,601,12.83,2.7789,386,6.18,2.5866,xiàng,xiang,4,x,iang,⿰木象,⿰,⿰木象
3217,樟,13,0.28,1.1139,12,0.19,1.0792,zhāng,zhang,1,zh,ang,⿰木章,⿰,⿰木章
3218,橄,1061,22.65,3.0257,520,8.33,2.716,gǎn,gan,3,g,an,⿰木敢,⿰,⿰木敢
3219,敷,245,5.23,2.3892,190,3.04,2.2788,fū,fu,1,f,u,⿰旉攵,⿰,⿰旉攵
3220,豌,104,2.22,2.017,63,1.01,1.7993,wān,wan,1,w,an,⿰豆宛,⿰,⿰豆宛
3221,飘,755,16.12,2.8779,460,7.37,2.6628,piāo,piao,1,p,iao,⿰票风,⿰,⿰票风
3222,醋,408,8.71,2.6107,287,4.6,2.4579,cù,cu,4,c,u,⿰酉昔,⿰,⿰酉昔
3223,醇,396,8.45,2.5977,238,3.81,2.3766,chún,chun,2,ch,un,⿰酉享,⿰,⿰酉享
3224,醉,3811,81.36,3.581,1967,31.51,3.2938,zuì,zui,4,z,ui,⿰酉卒,⿰,⿰酉卒
3225,磕,299,6.38,2.4757,205,3.28,2.3118,kē,ke,1,k,e,⿰石盍,⿰,⿰石盍
3226,磊,28,0.6,1.4472,17,0.27,1.2304,lěi,lei,3,l,ei,⿱石砳,⿱,⿱石砳
3227,磅,1339,28.59,3.1268,746,11.95,2.8727,páng,pang,2,p,ang,⿰石旁,⿰,⿰石旁
3228,碾,177,3.78,2.248,138,2.21,2.1399,niǎn,nian,3,n,ian,⿰石展,⿰,⿰石展
3229,震,2443,52.16,3.3879,1325,21.22,3.1222,zhèn,zhen,4,zh,en,⿱雨辰,⿱,⿱雨辰
3230,霄,98,2.09,1.9912,49,0.78,1.6902,xiāo,xiao,1,x,iao,⿱雨肖,⿱,⿱雨肖
3231,霉,1157,24.7,3.0633,800,12.81,2.9031,méi,mei,2,m,ei,⿱雨每,⿱,⿱雨每
3232,瞒,1664,35.52,3.2212,1158,18.55,3.0637,mán,man,2,m,an,⿰目𬜯,⿰,⿰目𬜯
3233,题,37524,801.09,4.5743,5958,95.43,3.7751,tí,ti,2,t,i,⿺是页,⿺,⿺是页
3234,暴,5596,119.47,3.7479,2745,43.97,3.4385,bào,bao,4,b,ao,⿱日㳟,⿱,⿱日㳟
3235,瞎,1674,35.74,3.2238,1167,18.69,3.0671,xiā,xia,1,x,ia,⿰目害,⿰,⿰目害
3236,嘻,676,14.43,2.8299,153,2.45,2.1847,xī,xi,1,x,i,⿰口喜,⿰,⿰口喜
3237,嘶,112,2.39,2.0492,66,1.06,1.8195,sī,si,1,s,i,⿰口斯,⿰,⿰口斯
3238,嘲,1137,24.27,3.0558,827,13.25,2.9175,cháo,chao,2,ch,ao,⿰口朝,⿰,⿰口朝
3239,嘹,1,0.02,0,1,0.02,0,liáo,liao,2,l,iao,⿰口尞,⿰,⿰口尞
3240,影,16924,361.31,4.2285,4515,72.32,3.6547,yǐng,ying,3,y,ing,⿰景彡,⿰,⿰景彡
3241,踢,2616,55.85,3.4176,1329,21.29,3.1235,tī,ti,1,t,i,⿰𧾷易,⿰,⿰𧾷易
3242,踏,1270,27.11,3.1038,852,13.65,2.9304,tà,ta,4,t,a,⿰𧾷沓,⿰,⿰𧾷沓
3243,踩,1064,22.72,3.0269,727,11.65,2.8615,cǎi,cai,3,c,ai,⿰𧾷采,⿰,⿰𧾷采
3244,踪,7876,168.14,3.8963,2631,42.14,3.4201,zōng,zong,1,z,ong,⿰𧾷宗,⿰,⿰𧾷宗
3245,蝶,496,10.59,2.6955,251,4.02,2.3997,dié,die,2,d,ie,⿰虫枼,⿰,⿰虫枼
3246,蝴,446,9.52,2.6493,219,3.51,2.3404,hú,hu,2,h,u,⿰虫胡,⿰,⿰虫胡
3247,蝠,449,9.59,2.6522,209,3.35,2.3201,fú,fu,2,f,u,⿰虫畐,⿰,⿰虫畐
3248,蝎,131,2.8,2.1173,78,1.25,1.8921,xiē,xie,1,x,ie,⿰虫曷,⿰,⿰虫曷
3249,蝌,38,0.81,1.5798,26,0.42,1.415,kē,ke,1,k,e,⿰虫科,⿰,⿰虫科
3250,蝗,34,0.73,1.5315,29,0.46,1.4624,huáng,huang,2,h,uang,⿰虫皇,⿰,⿰虫皇
3251,蝙,451,9.63,2.6542,210,3.36,2.3222,biān,bian,1,b,ian,⿰虫扁,⿰,⿰虫扁
3252,嘿,42007,896.8,4.6233,4837,77.48,3.6846,hēi,hei,1,h,ei,⿰口黑,⿰,⿰口黑
3253,嘱,545,11.64,2.7364,264,4.23,2.4216,zhǔ,zhu,3,zh,u,⿰口属,⿰,⿰口属
3254,幢,437,9.33,2.6405,319,5.11,2.5038,zhuàng,zhuang,4,zh,uang,⿰巾童,⿰,⿰巾童
3255,墨,3159,67.44,3.4995,1156,18.52,3.063,mò,mo,4,m,o,⿱黑土,⿱,⿱黑土
3256,镇,5601,119.57,3.7483,2096,33.57,3.3214,zhèn,zhen,4,zh,en,⿰钅真,⿰,⿰钅真
3257,镐,33,0.7,1.5185,20,0.32,1.301,gǎo,gao,3,g,ao,⿰钅高,⿰,⿰钅高
3258,镑,627,13.39,2.7973,198,3.17,2.2967,bàng,bang,4,b,ang,⿰钅旁,⿰,⿰钅旁
3259,靠,9411,200.91,3.9736,3918,62.76,3.5931,kào,kao,4,k,ao,⿱告非,⿱,⿱告非
3260,稽,556,11.87,2.7451,443,7.1,2.6464,jī,ji,1,j,i,⿰禾⿱尤旨,⿰,⿰禾⿱尤旨
3261,稻,208,4.44,2.3181,134,2.15,2.1271,dào,dao,4,d,ao,⿰禾舀,⿰,⿰禾舀
3262,黎,2068,44.15,3.3156,827,13.25,2.9175,lí,li,2,l,i,⿱𥝢⿱人氺,⿱,⿱𥝢⿱人氺
3263,稿,860,18.36,2.9345,439,7.03,2.6425,gǎo,gao,3,g,ao,⿰禾高,⿰,⿰禾高
3264,稼,107,2.28,2.0294,67,1.07,1.8261,jià,jia,4,j,ia,⿰禾家,⿰,⿰禾家
3265,箱,5936,126.73,3.7735,2454,39.31,3.3899,xiāng,xiang,1,x,iang,⿱竹相,⿱,⿱竹相
3266,篓,55,1.17,1.7404,45,0.72,1.6532,lǒu,lou,3,l,ou,⿱竹娄,⿱,⿱竹娄
3267,箭,1291,27.56,3.1109,556,8.91,2.7451,jiàn,jian,4,j,ian,⿱竹前,⿱,⿱竹前
3268,篇,1538,32.83,3.187,917,14.69,2.9624,piān,pian,1,p,ian,⿱竹扁,⿱,⿱竹扁
3269,僵,990,21.14,2.9956,515,8.25,2.7118,jiāng,jiang,1,j,iang,⿰亻畺,⿰,⿰亻畺
3270,躺,2294,48.97,3.3606,1527,24.46,3.1838,tǎng,tang,3,t,ang,⿰身尚,⿰,⿰身尚
3271,僻,243,5.19,2.3856,200,3.2,2.301,pì,pi,4,p,i,⿰亻辟,⿰,⿰亻辟
3272,德,27149,579.6,4.4338,3140,50.3,3.4969,dé,de,2,d,e,⿰彳𢛳,⿰,⿰彳𢛳
3273,艘,1462,31.21,3.1649,577,9.24,2.7612,sōu,sou,1,s,ou,⿰舟叟,⿰,⿰舟叟
3274,膝,1029,21.97,3.0124,693,11.1,2.8407,xī,xi,1,x,i,⿰月桼,⿰,⿰月桼
3275,膛,502,10.72,2.7007,319,5.11,2.5038,táng,tang,2,t,ang,⿰月堂,⿰,⿰月堂
3276,鲤,51,1.09,1.7076,28,0.45,1.4472,lǐ,li,3,l,i,⿰鱼里,⿰,⿰鱼里
3277,鲫,2,0.04,0.301,2,0.03,0.301,jì,ji,4,j,i,⿰鱼即,⿰,⿰鱼即
3278,熟,4472,95.47,3.6505,2741,43.91,3.4379,shú,shu,2,sh,u,⿱孰灬,⿱,⿱孰灬
3279,摩,5516,117.76,3.7416,1726,27.65,3.237,mó,mo,2,m,o,⿸麻手,⿸,⿸麻手
3280,褒,73,1.56,1.8633,64,1.03,1.8062,bāo,bao,1,b,ao,⿳亠保𧘇,⿳,⿳亠保𧘇
3281,瘪,119,2.54,2.0755,91,1.46,1.959,biě,bie,3,b,ie,⿸疒⿱自仓,⿸,⿸疒⿱自仓
3282,瘤,1037,22.14,3.0158,355,5.69,2.5502,liú,liu,2,l,iu,⿸疒留,⿸,⿸疒留
3283,瘫,305,6.51,2.4843,242,3.88,2.3838,tān,tan,1,t,an,⿸疒难,⿸,⿸疒难
3284,凛,24,0.51,1.3802,16,0.26,1.2041,lǐn,lin,3,l,in,⿰冫禀,⿰,⿰冫禀
3285,颜,2116,45.17,3.3255,1370,21.94,3.1367,yán,yan,2,y,an,⿰彦页,⿰,⿰彦页
3286,毅,142,3.03,2.1523,95,1.52,1.9777,yì,yi,4,y,i,⿰豙殳,⿰,⿰豙殳
3287,糊,2040,43.55,3.3096,1426,22.84,3.1541,hú,hu,2,h,u,⿰米胡,⿰,⿰米胡
3288,遵,1601,34.18,3.2044,1111,17.8,3.0457,zūn,zun,1,z,un,⿺辶尊,⿺,⿺辶尊
3289,憋,285,6.08,2.4548,234,3.75,2.3692,biē,bie,1,b,ie,⿱敝心,⿱,⿱敝心
3290,潜,2589,55.27,3.4131,1410,22.59,3.1492,qián,qian,2,q,ian,⿰氵替,⿰,⿰氵替
3291,澎,56,1.2,1.7482,49,0.78,1.6902,péng,peng,2,p,eng,⿰氵彭,⿰,⿰氵彭
3292,潮,1485,31.7,3.1717,927,14.85,2.9671,cháo,chao,2,ch,ao,⿰氵朝,⿰,⿰氵朝
3293,潭,94,2.01,1.9731,74,1.19,1.8692,tán,tan,2,t,an,⿰氵覃,⿰,⿰氵覃
3294,鲨,842,17.98,2.9253,256,4.1,2.4082,shā,sha,1,sh,a,⿱沙鱼,⿱,⿱沙鱼
3295,澳,589,12.57,2.7701,243,3.89,2.3856,ào,ao,4,,ao,⿰氵奥,⿰,⿰氵奥
3296,潘,478,10.2,2.6794,183,2.93,2.2625,pān,pan,1,p,an,⿰氵番,⿰,⿰氵番
3297,澈,78,1.67,1.8921,47,0.75,1.6721,chè,che,4,ch,e,⿲氵育攵,⿲,⿲氵育攵
3298,澜,62,1.32,1.7924,56,0.9,1.7482,lán,lan,2,l,an,⿰氵阑,⿰,⿰氵阑
3299,澄,243,5.19,2.3856,212,3.4,2.3263,chéng,cheng,2,ch,eng,⿰氵登,⿰,⿰氵登
3300,懂,7758,165.62,3.8897,3374,54.04,3.5281,dǒng,dong,3,d,ong,⿰忄董,⿰,⿰忄董
3301,憔,51,1.09,1.7076,47,0.75,1.6721,qiáo,qiao,2,q,iao,⿰忄焦,⿰,⿰忄焦
3302,懊,108,2.31,2.0334,85,1.36,1.9294,ào,ao,4,,ao,⿰忄奥,⿰,⿰忄奥
3303,憎,509,10.87,2.7067,389,6.23,2.5899,zēng,zeng,1,z,eng,⿰忄曾,⿰,⿰忄曾
3304,额,2059,43.96,3.3137,1306,20.92,3.1159,é,e,2,,e,⿰客页,⿰,⿰客页
3305,翩,168,3.59,2.2253,80,1.28,1.9031,piān,pian,1,p,ian,⿰扁羽,⿰,⿰扁羽
3306,褥,34,0.73,1.5315,25,0.4,1.3979,rù,ru,4,r,u,⿰衤辱,⿰,⿰衤辱
3307,谴,255,5.44,2.4065,197,3.16,2.2945,qiǎn,qian,3,q,ian,⿰讠遣,⿰,⿰讠遣
3308,鹤,167,3.57,2.2227,68,1.09,1.8325,hè,he,4,h,e,⿰隺鸟,⿰,⿰隺鸟
3309,憨,14,0.3,1.1461,10,0.16,1,hān,han,1,h,an,⿱敢心,⿱,⿱敢心
3310,慰,1344,28.69,3.1284,1004,16.08,3.0017,wèi,wei,4,w,ei,⿱尉心,⿱,⿱尉心
3311,劈,217,4.63,2.3365,163,2.61,2.2122,pī,pi,1,p,i,⿱辟刀,⿱,⿱辟刀
3312,履,410,8.75,2.6128,341,5.46,2.5328,lǚ,lü,3,l,ü,⿸尸復,⿸,⿸尸復
3313,豫,637,13.6,2.8041,524,8.39,2.7193,yù,yu,4,y,u,⿰予象,⿰,⿰予象
3314,缭,44,0.94,1.6435,40,0.64,1.6021,liáo,liao,2,l,iao,⿰纟尞,⿰,⿰纟尞
3315,撼,452,9.65,2.6551,313,5.01,2.4955,hàn,han,4,h,an,⿰扌感,⿰,⿰扌感
3316,擂,82,1.75,1.9138,48,0.77,1.6812,lèi,lei,4,l,ei,⿰扌雷,⿰,⿰扌雷
3317,操,6027,128.67,3.7801,2147,34.39,3.3318,cāo,cao,1,c,ao,⿰扌喿,⿰,⿰扌喿
3318,擅,1543,32.94,3.1884,1180,18.9,3.0719,shàn,shan,4,sh,an,⿰扌亶,⿰,⿰扌亶
3319,燕,310,6.62,2.4914,171,2.74,2.233,yàn,yan,4,y,an,⿳廿⿴北口灬,⿳,⿳廿⿴北口灬
3320,蕾,1814,38.73,3.2586,615,9.85,2.7889,lěi,lei,3,l,ei,⿱艹雷,⿱,⿱艹雷
3321,薯,771,16.46,2.8871,497,7.96,2.6964,shǔ,shu,3,sh,u,⿱艹署,⿱,⿱艹署
3322,薛,145,3.1,2.1614,34,0.54,1.5315,xuē,xue,1,x,ue,⿱艹⿰𠂤辛,⿱,⿱艹⿰𠂤辛
3323,薇,610,13.02,2.7853,127,2.03,2.1038,wēi,wei,1,w,ei,⿱艹微,⿱,⿱艹微
3324,擎,762,16.27,2.882,350,5.61,2.5441,qíng,qing,2,q,ing,⿱敬手,⿱,⿱敬手
3325,薪,1084,23.14,3.035,730,11.69,2.8633,xīn,xin,1,x,in,⿱艹新,⿱,⿱艹新
3326,薄,1674,35.74,3.2238,1105,17.7,3.0434,báo,bao,2,b,ao,⿱艹溥,⿱,⿱艹溥
3327,颠,664,14.18,2.8222,484,7.75,2.6848,diān,dian,1,d,ian,⿰真页,⿰,⿰真页
3328,翰,3415,72.91,3.5334,630,10.09,2.7993,hàn,han,4,h,an,⿰𠦝⿱人羽,⿰,⿰𠦝⿱人羽
3329,噩,863,18.42,2.936,610,9.77,2.7853,è,e,4,,e,⿱⿻干㗊一,⿱,⿱⿻干㗊一
3330,橱,719,15.35,2.8567,495,7.93,2.6946,chú,chu,2,ch,u,⿰木厨,⿰,⿰木厨
3331,橙,513,10.95,2.7101,328,5.25,2.5159,chéng,cheng,2,ch,eng,⿰木登,⿰,⿰木登
3332,橘,435,9.29,2.6385,241,3.86,2.382,jú,ju,2,j,u,⿰木矞,⿰,⿰木矞
3333,整,18021,384.73,4.2558,5253,84.14,3.7204,zhěng,zheng,3,zh,eng,⿱敕正,⿱,⿱敕正
3334,融,1507,32.17,3.1781,1030,16.5,3.0128,róng,rong,2,r,ong,⿰鬲虫,⿰,⿰鬲虫
3335,瓢,58,1.24,1.7634,39,0.62,1.5911,piáo,piao,2,p,iao,⿰票瓜,⿰,⿰票瓜
3336,醒,11156,238.17,4.0475,4004,64.14,3.6025,xǐng,xing,3,x,ing,⿰酉星,⿰,⿰酉星
3337,霍,2577,55.02,3.4111,573,9.18,2.7582,huò,huo,4,h,uo,⿱雨隹,⿱,⿱雨隹
3338,霎,17,0.36,1.2304,17,0.27,1.2304,shà,sha,4,sh,a,⿱雨妾,⿱,⿱雨妾
3339,辙,226,4.82,2.3541,202,3.24,2.3054,zhé,zhe,2,zh,e,⿲车育攵,⿲,⿲车育攵
3340,冀,21,0.45,1.3222,17,0.27,1.2304,jì,ji,4,j,i,⿱北異,⿱,⿱北異
3341,餐,10547,225.17,4.0231,3567,57.14,3.5523,cān,can,1,c,an,⿱𣦼食,⿱,⿱𣦼食
3342,嘴,12089,258.09,4.0824,4167,66.75,3.6198,zuǐ,zui,3,z,ui,⿰口觜,⿰,⿰口觜
3343,踱,27,0.58,1.4314,22,0.35,1.3424,duó,duo,2,d,uo,⿰𧾷度,⿰,⿰𧾷度
3344,蹄,203,4.33,2.3075,124,1.99,2.0934,tí,ti,2,t,i,⿰𧾷帝,⿰,⿰𧾷帝
3345,蹂,75,1.6,1.8751,68,1.09,1.8325,róu,rou,2,r,ou,⿰𧾷柔,⿰,⿰𧾷柔
3346,蟆,82,1.75,1.9138,48,0.77,1.6812,má,ma,2,m,a,⿰虫莫,⿰,⿰虫莫
3347,螃,204,4.36,2.3096,97,1.55,1.9868,páng,pang,2,p,ang,⿰虫旁,⿰,⿰虫旁
3348,器,16613,354.67,4.2204,3955,63.35,3.5971,qì,qi,4,q,i,⿳吅犬吅,⿳,⿳吅犬吅
3349,噪,490,10.46,2.6902,334,5.35,2.5237,zào,zao,4,z,ao,⿰口喿,⿰,⿰口喿
3350,鹦,132,2.82,2.1206,92,1.47,1.9638,yīng,ying,1,y,ing,⿰婴鸟,⿰,⿰婴鸟
3351,赠,778,16.61,2.891,467,7.48,2.6693,zèng,zeng,4,z,eng,⿰贝曾,⿰,⿰贝曾
3352,默,3743,79.91,3.5732,1686,27.01,3.2269,mò,mo,4,m,o,⿰黑犬,⿰,⿰黑犬
3353,黔,18,0.38,1.2553,18,0.29,1.2553,qián,qian,2,q,ian,⿰黑今,⿰,⿰黑今
3354,镜,4884,104.27,3.6888,2163,34.65,3.3351,jìng,jing,4,j,ing,⿰钅竟,⿰,⿰钅竟
3355,赞,3073,65.6,3.4876,1767,28.3,3.2472,zàn,zan,4,z,an,⿱兟贝,⿱,⿱兟贝
3356,穆,992,21.18,2.9965,323,5.17,2.5092,mù,mu,4,m,u,⿰禾㣎,⿰,⿰禾㣎
3357,篮,1825,38.96,3.2613,659,10.56,2.8189,lán,lan,2,l,an,⿱竹监,⿱,⿱竹监
3358,篡,98,2.09,1.9912,84,1.35,1.9243,cuàn,cuan,4,c,uan,⿱𮅕厶,⿱,⿱𮅕厶
3359,篷,687,14.67,2.837,396,6.34,2.5977,péng,peng,2,p,eng,⿱竹逢,⿱,⿱竹逢
3360,篱,138,2.95,2.1399,87,1.39,1.9395,lí,li,2,l,i,⿱竹离,⿱,⿱竹离
3361,儒,274,5.85,2.4378,117,1.87,2.0682,rú,ru,2,r,u,⿰亻需,⿰,⿰亻需
3362,邀,3066,65.46,3.4866,1679,26.89,3.2251,yāo,yao,1,y,ao,⿺辶敫,⿺,⿺辶敫
3363,衡,994,21.22,2.9974,698,11.18,2.8439,héng,heng,2,h,eng,⿲彳𩵋亍,⿲,⿲彳𩵋亍
3364,膨,159,3.39,2.2014,128,2.05,2.1072,péng,peng,2,p,eng,⿰月彭,⿰,⿰月彭
3365,雕,858,18.32,2.9335,443,7.1,2.6464,diāo,diao,1,d,iao,⿰周隹,⿰,⿰周隹
